基金代码,基金简称,2022-01-14-单位净值,2022-01-14-累计净值,2022-01-13-单位净值,2022-01-13-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
013823,南方月月享30天滚动持有债券发起C,,,1.0038,1.0038,,,开放申购,开放赎回,0.00%
014437,鹏华中证同业存单AAA指数7天持有,,,1.0038,1.0038,,,限大额,开放赎回,0.00%
014322,德邦周期精选混合发起式C,,,1.0038,1.0038,,,开放申购,开放赎回,0.00%
000139,富国国有企业债债券A/B,,,1.0037,1.3912,,,限大额,开放赎回,0.08%
881013,招商资管智远增利债券C,,,1.0037,1.0037,,,暂停申购,暂停赎回,0.00%
013186,长城恒利债券A,,,1.0037,1.0037,,,暂停申购,暂停赎回,0.08%
011212,富国稳健策略6个月持有混合A,,,1.0036,1.0036,,,开放申购,开放赎回,0.15%
012014,工银聚润6个月持有混合A,,,1.0036,1.0036,,,开放申购,暂停赎回,0.08%
014298,上投摩根月月盈30天滚动持有发起式短债债券C,,,1.0036,1.0036,,,开放申购,开放赎回,0.00%
002750,工银泰享三年理财债券,,,1.0034,1.1641,,,暂停申购,暂停赎回,0.04%
010061,华泰柏瑞景利混合C,,,1.0034,1.0792,,,限大额,开放赎回,0.00%
013704,德邦90天滚动持有中短债债券A,,,1.0034,1.0034,,,开放申购,暂停赎回,0.04%
007459,浙商惠睿纯债债券,,,1.0033,1.0033,,,暂停申购,开放赎回,0.08%
014265,新华鼎利债券E,,,1.0033,1.0033,,,暂停申购,暂停赎回,0.00%
013820,华安顺穗债券,,,1.0033,1.0033,,,开放申购,开放赎回,0.80%
013987,浦银安盛CFETS0-5年期央企债券指数发起式A,,,1.0033,1.0033,,,开放申购,开放赎回,0.50%
013187,长城恒利债券C,,,1.0033,1.0033,,,暂停申购,暂停赎回,0.00%
012807,国联安恒鑫3个月定开债,,,1.0032,1.0032,,,暂停申购,暂停赎回,0.04%
012254,鹏扬景润一年持有混合C,,,1.0031,1.0031,,,开放申购,暂停赎回,0.00%
013988,浦银安盛CFETS0-5年期央企债券指数发起式C,,,1.0031,1.0031,,,开放申购,开放赎回,0.00%
013705,德邦90天滚动持有中短债债券C,,,1.0031,1.0031,,,开放申购,暂停赎回,0.00%
013773,国泰睿元一年定期开放债券发起式,,,1.0031,1.0031,,,封闭期,封闭期,0.60%
970108,东海海鑫双悦3个月持有C,,,1.0031,1.0031,,,开放申购,开放赎回,0.00%
007443,浙商汇金聚盈中短债C,,,1.0030,1.0340,,,开放申购,开放赎回,0.00%
012019,国投瑞银安泽混合A,,,1.0030,1.0030,,,开放申购,开放赎回,1.00%
013588,工银稳健瑞盈一年持有债券A,,,1.0030,1.0030,,,开放申购,暂停赎回,0.08%
013865,平安元泓30天滚动持有短债C,,,1.0030,1.0030,,,开放申购,开放赎回,0.00%
013966,西部利得双瑞一年定开债券发起,,,1.0030,1.0030,,,封闭期,封闭期,0.80%
012678,万家瑞泰混合C,,,1.0030,1.0030,,,开放申购,开放赎回,0.00%
014426,惠升中证同业存单AAA指数7天持有,,,1.0030,1.0030,,,限大额,开放赎回,0.00%
008287,长城嘉鑫两年定开债A,,,1.0029,1.0649,,,暂停申购,暂停赎回,0.40%
011480,广发诚享混合C,,,1.0029,1.0029,,,开放申购,开放赎回,0.00%
012020,国投瑞银安泽混合C,,,1.0029,1.0029,,,开放申购,开放赎回,0.00%
012310,民生加银中债3-5年政金债指数,,,1.0029,1.0029,,,开放申购,开放赎回,0.40%
011880,国泰中债1-5年政金债A,,,1.0029,1.0029,,,开放申购,开放赎回,0.60%
872023,广发资管睿利3年定开债B,,,1.0029,1.0029,,,暂停申购,暂停赎回,0.00%
011881,国泰中债1-5年政金债C,,,1.0028,1.0028,,,开放申购,开放赎回,0.00%
014234,永赢轩益债券,,,1.0028,1.0028,,,暂停申购,开放赎回,0.80%
006980,国寿安保泰恒纯债债券,,,1.0027,1.0789,,,暂停申购,开放赎回,0.08%
008089,华夏中证全指房地产ETF联接C,,,1.0027,1.0027,,,开放申购,开放赎回,0.00%
010553,浙商智选领航三年持有混合C,,,1.0027,1.0027,,,开放申购,暂停赎回,0.00%
011130,广发兴诚混合C,,,1.0027,1.0027,,,开放申购,开放赎回,0.00%
012064,圆信永丰兴诺一年持有期混合,,,1.0027,1.0027,,,开放申购,封闭期,1.50%
013184,广发恒阳一年持有混合A,,,1.0027,1.0027,,,开放申购,暂停赎回,0.08%
013263,金鹰年年邮享一年持有债券A,,,1.0027,1.0027,,,开放申购,开放赎回,0.08%
009284,上银慧丰利债券,,,1.0026,1.0365,,,开放申购,开放赎回,0.08%
008719,德邦安顺混合A,,,1.0026,1.0026,,,开放申购,开放赎回,0.10%
012722,平安中证光伏产业指数A,,,1.0026,1.0026,,,开放申购,开放赎回,0.12%
012740,工银平衡回报6个月持有期债券A,,,1.0026,1.0026,,,开放申购,暂停赎回,0.08%
011548,九泰久慧混合A,,,1.0026,1.0026,,,开放申购,开放赎回,0.15%
007591,华夏恒益18个月定开债券,,,1.0025,1.0667,,,封闭期,封闭期,0.06%
014428,中航中证同业存单AAA指数7天持有,,,1.0025,1.0025,,,限大额,开放赎回,0.00%
166803,浙商惠民纯债A,,,1.0024,1.0024,,,开放申购,开放赎回,0.06%
012829,富国浦诚回报12个月持有混合C,,,1.0024,1.0024,,,开放申购,暂停赎回,0.00%
013716,中融恒利纯债A,,,1.0024,1.0024,,,开放申购,开放赎回,0.06%
008433,凯石岐短债A,,,1.0023,1.0340,,,开放申购,开放赎回,0.04%
010125,兴银景气优选混合C,,,1.0023,1.0023,,,开放申购,开放赎回,0.00%
012533,嘉实价值驱动一年持有期混合A,,,1.0023,1.0023,,,开放申购,暂停赎回,0.15%
010711,华富国潮优选混合发起式,,,1.0023,1.0023,,,开放申购,开放赎回,0.15%
006518,南方吉元短债C,,,1.0022,1.0762,,,开放申购,开放赎回,0.00%
008223,交银裕泰两年定期开放债券,,,1.0022,1.0597,,,暂停申购,暂停赎回,0.80%
008426,华安安敦债券A,,,1.0022,1.0022,,,开放申购,开放赎回,0.80%
011762,平安鑫瑞混合C,,,1.0022,1.0022,,,开放申购,开放赎回,0.00%
013589,工银稳健瑞盈一年持有债券C,,,1.0022,1.0022,,,开放申购,暂停赎回,0.00%
014257,中融恒泽纯债A,,,1.0022,1.0022,,,开放申购,开放赎回,0.06%
013544,嘉实致远3个月定期纯债债券,,,1.0022,1.0022,,,封闭期,封闭期,0.80%
014430,南方中证同业存单AAA指数7天持有,,,1.0022,1.0022,,,暂停申购,暂停赎回,0.00%
008434,凯石岐短债C,,,1.0021,1.0516,,,开放申购,开放赎回,0.00%
011887,弘毅远方高端制造混合C,,,1.0021,1.0021,,,开放申购,开放赎回,0.00%
010374,西部利得聚兴一年定开混合C,,,1.0021,1.0021,,,暂停申购,暂停赎回,0.00%
007337,汇安嘉盛纯债债券C,,,1.0020,1.0020,,,暂停申购,开放赎回,0.00%
009225,天弘中证中美互联网(QDII)A,,,1.0020,1.0020,,,暂停申购,暂停赎回,0.10%
010082,泰康浩泽混合C,,,1.0020,1.0020,,,开放申购,开放赎回,0.00%
010971,华夏永鑫六个月持有期混合A,,,1.0020,1.0020,,,开放申购,开放赎回,0.08%
013264,金鹰年年邮享一年持有债券C,,,1.0020,1.0020,,,开放申购,开放赎回,0.00%
872022,广发资管睿利3年定开债A,,,1.0020,1.0020,,,暂停申购,暂停赎回,0.60%
014429,华富中证同业存单AAA指数7天持有,,,1.0020,1.0020,,,暂停申购,暂停赎回,0.00%
007967,大成惠嘉一年定开债券,,,1.0019,1.0579,,,暂停申购,暂停赎回,0.08%
011412,易方达远见成长混合C,,,1.0019,1.0019,,,开放申购,开放赎回,0.00%
872024,广发资管睿利3年定开债C,,,1.0019,1.0019,,,暂停申购,暂停赎回,0.00%
014258,中融恒泽纯债C,,,1.0019,1.0019,,,开放申购,开放赎回,0.00%
970087,东吴安鑫中短债A,,,1.0019,1.2870,,,开放申购,开放赎回,0.04%
007699,建信荣禧一年定期开放债券,,,1.0018,1.0567,,,暂停申购,暂停赎回,0.035%
011549,九泰久慧混合C,,,1.0018,1.0018,,,开放申购,开放赎回,0.00%
012568,天弘高端制造混合A,,,1.0018,1.0018,,,开放申购,开放赎回,0.15%
013185,广发恒阳一年持有混合C,,,1.0018,1.0018,,,开放申购,暂停赎回,0.00%
012741,工银平衡回报6个月持有期债券C,,,1.0018,1.0018,,,开放申购,暂停赎回,0.00%
014259,百嘉百兴纯债,,,1.0018,1.0018,,,开放申购,开放赎回,0.06%
970088,东吴安鑫中短债B,,,1.0018,1.0018,,,暂停申购,开放赎回,0.00%
013717,中融恒利纯债C,,,1.0018,1.0018,,,开放申购,开放赎回,0.00%
012015,工银聚润6个月持有混合C,,,1.0017,1.0017,,,开放申购,暂停赎回,0.00%
970081,东海证券海鑫添利短债,,,1.0017,1.0017,,,开放申购,开放赎回,0.30%
970089,东吴安鑫中短债C,,,1.0017,1.0017,,,开放申购,开放赎回,0.00%
010944,招商商业模式优选A,,,1.0016,1.0016,,,开放申购,开放赎回,0.15%
010165,太平丰和一年定开债券发起式,,,1.0015,1.0115,,,暂停申购,暂停赎回,0.50%
010523,华安添禧一年持有期混合C,,,1.0015,1.0015,,,开放申购,暂停赎回,0.00%
011798,华安宁享6个月混合A,,,1.0015,1.0015,,,开放申购,暂停赎回,0.08%
014013,蜂巢丰吉纯债C,,,1.0015,1.0015,,,暂停申购,开放赎回,0.00%
501026,财通多策略福享混合(LOF),,,1.0014,1.0014,,,开放申购,开放赎回,0.15%
013739,百嘉聚利混合A,,,1.0014,1.0014,,,开放申购,开放赎回,0.15%
310308,申万菱信盛利精选混合,,,1.0013,3.7353,,,开放申购,开放赎回,0.15%
012723,平安中证光伏产业指数C,,,1.0013,1.0013,,,开放申购,开放赎回,0.00%
970055,信达信利六个月持有债券,,,1.0013,1.2804,,,开放申购,开放赎回,0.08%
013699,永赢安盈90天滚动持有债券发起A,,,1.0013,1.0013,,,开放申购,封闭期,0.40%
010972,华夏永鑫六个月持有期混合C,,,1.0012,1.0012,,,开放申购,开放赎回,0.00%
014012,蜂巢丰吉纯债A,,,1.0012,1.0012,,,暂停申购,开放赎回,0.06%
007383,国融稳益债券A,,,1.0012,1.0012,,,开放申购,开放赎回,0.025%
013700,永赢安盈90天滚动持有债券发起C,,,1.0012,1.0012,,,开放申购,封闭期,0.00%
003038,广发集瑞债券C,,,1.0010,1.1610,,,限大额,开放赎回,0.00%
012248,大成恒享夏盛一年定开混合A,,,1.0010,1.0010,,,暂停申购,暂停赎回,1.00%
011837,鹏扬中国优质成长混合A,,,1.0010,1.0010,,,开放申购,开放赎回,0.15%
006831,鹏扬利沣短债E,,,1.0009,1.0009,,,开放申购,开放赎回,0.00%
014643,浦银安盛盛瑞纯债债券A,,,1.0009,1.0009,,,开放申购,开放赎回,0.80%
007384,国融稳益债券C,,,1.0009,1.0009,,,开放申购,开放赎回,0.00%
003289,创金合信尊泰纯债债券,,,1.0008,1.0488,,,暂停申购,开放赎回,0.08%
012833,交银鸿信一年持有期混合A,,,1.0008,1.0008,,,开放申购,暂停赎回,0.10%
010602,长城均衡优选混合,,,1.0007,1.0007,,,开放申购,开放赎回,1.50%
012673,华融融兴6个月定开混合A,,,1.0007,1.0007,,,封闭期,封闭期,0.08%
014644,浦银安盛盛瑞纯债债券C,,,1.0007,1.0007,,,开放申购,开放赎回,0.00%
012674,华融融兴6个月定开混合C,,,1.0006,1.0006,,,封闭期,封闭期,0.00%
014500,华宸未来稳健添盈债券A,,,1.0006,1.0006,,,开放申购,开放赎回,0.08%
010783,德邦沪港深龙头混合A,,,1.0005,1.0005,,,开放申购,开放赎回,0.15%
013520,富荣中短债债券A,,,1.0004,1.0004,,,开放申购,开放赎回,0.04%
014501,华宸未来稳健添盈债券C,,,1.0004,1.0004,,,开放申购,开放赎回,0.00%
011326,国泰医药健康股票C,,,1.0003,1.0003,,,开放申购,开放赎回,0.00%
010138,华泰柏瑞量化创享混合C,,,1.0002,1.0002,,,开放申购,开放赎回,0.00%
013521,富荣中短债债券C,,,1.0002,1.0002,,,开放申购,开放赎回,0.00%
970117,东吴裕丰6个月持有债券A,,,1.0001,1.3552,,,开放申购,开放赎回,0.08%
040002,华安中国A股增强指数,,,1,4.8790,,,限大额,开放赎回,0.15%
519612,银河旺利混合I,,,1,1.1250,,,开放申购,开放赎回,0.00%
519647,银河鸿利混合I,,,1,1.16,,,开放申购,开放赎回,0.00%
519648,银河泰利纯债I,,,1,1.0264,,,开放申购,开放赎回,0.00%
000135,中信保诚嘉鸿债券C,,,1,1,,,暂停申购,开放赎回,0.00%
006368,交银裕祥纯债债券C,,,1,1,,,开放申购,开放赎回,0.00%
005973,交银裕如纯债债券C,,,1,1,,,开放申购,开放赎回,0.00%
006746,交银中债1-3年农发债指数C,,,1,1,,,暂停申购,暂停赎回,0.00%
006964,中加颐瑾定开债券C,,,1,1,,,暂停申购,暂停赎回,0.00%
160922,大成恒生综合中小型股指数A,,,1,1,,,开放申购,开放赎回,0.12%
970014,平安安赢添利半年滚动持有D,,,1,1,,,开放申购,开放赎回,0.00%
003184,财通中证ESG100指数增强C,,,1,1,,,开放申购,开放赎回,0.00%
012249,大成恒享夏盛一年定开混合C,,,1,1,,,暂停申购,暂停赎回,0.00%
014025,华富卓越成长一年持有期混合C,,,1,1,,,暂停申购,暂停赎回,0.00%
013835,中加优享纯债债券C,,,1,1,,,开放申购,开放赎回,0.00%
014024,华富卓越成长一年持有期混合A,,,1,1,,,暂停申购,暂停赎回,0.15%
014639,兴证全球合衡三年持有混合A,,,1,1,,,暂停申购,暂停赎回,0.15%
014640,兴证全球合衡三年持有混合C,,,1,1,,,暂停申购,暂停赎回,0.00%
970123,上证弘利债券C,,,1,1,,,开放申购,开放赎回,0.00%
014717,东兴兴源债券C,,,1,1,,,暂停申购,暂停赎回,0.00%
014716,东兴兴源债券A,,,1,1,,,暂停申购,暂停赎回,0.06%
012569,天弘高端制造混合C,,,0.9999,0.9999,,,开放申购,开放赎回,0.00%
011799,华安宁享6个月混合C,,,0.9999,0.9999,,,开放申购,暂停赎回,0.00%
970111,国联金如意双利一年持有债券C,,,0.9999,0.9999,,,开放申购,开放赎回,0.00%
970109,国联金如意双利一年持有债券A,,,0.9999,0.9999,,,封闭期,封闭期,0.50%
970118,东吴裕丰6个月持有债券C,,,0.9999,0.9999,,,开放申购,开放赎回,0.00%
012433,华安添和一年债券A,,,0.9996,0.9996,,,开放申购,封闭期,0.50%
011327,太平丰盈一年定开债券发起式,,,0.9995,0.9995,,,封闭期,封闭期,0.50%
011856,安信均衡成长18个月持有混合A,,,0.9995,0.9995,,,开放申购,暂停赎回,0.15%
012534,嘉实价值驱动一年持有期混合C,,,0.9995,0.9995,,,开放申购,暂停赎回,0.00%
010214,中欧互联网先锋混合C,,,0.9992,0.9992,,,限大额,开放赎回,0.00%
012826,工银聚宁9个月持有期混合A,,,0.9991,0.9991,,,开放申购,暂停赎回,0.15%
013998,中欧瑾添混合A,,,0.9991,0.9991,,,开放申购,开放赎回,1.00%
020012,国泰金龙债券C,,,0.9990,1.7920,,,限大额,开放赎回,0.00%
008720,德邦安顺混合C,,,0.9990,0.9990,,,开放申购,开放赎回,0.00%
012834,交银鸿信一年持有期混合C,,,0.9990,0.9990,,,开放申购,暂停赎回,0.00%
013540,汇添富稳健睿享一年持有混合D,,,0.9990,0.9990,,,开放申购,暂停赎回,0.10%
012459,汇添富稳健睿享一年持有混合A,,,0.9990,0.9990,,,开放申购,封闭期,0.80%
013999,中欧瑾添混合C,,,0.9990,0.9990,,,开放申购,开放赎回,0.00%
011346,淳厚鑫淳一年持有混合,,,0.9988,0.9988,,,开放申购,暂停赎回,0.15%
010335,华宝竞争优势混合,,,0.9988,0.9988,,,开放申购,开放赎回,0.15%
009917,格林泓利增强债券C,,,0.9987,0.9987,,,暂停申购,开放赎回,0.00%
970080,东海证券海盈3个月持有期,,,0.9987,1.0586,,,开放申购,开放赎回,0.50%
011536,惠升惠益混合A,,,0.9986,0.9986,,,开放申购,开放赎回,0.10%
011847,易方达商业模式优选混合A,,,0.9986,0.9986,,,开放申购,开放赎回,0.15%
012399,南方永元一年持有债券A,,,0.9986,0.9986,,,开放申购,封闭期,0.80%
009487,光大瑞和混合C,,,0.9985,0.9985,,,开放申购,开放赎回,0.00%
012681,永赢鑫辰混合A,,,0.9985,0.9985,,,开放申购,开放赎回,0.08%
012746,富国双利增强债券A,,,0.9984,0.9984,,,开放申购,开放赎回,0.08%
009873,中欧责任投资混合C,,,0.9983,0.9983,,,开放申购,开放赎回,0.00%
013101,华夏稳福六个月持有混合A,,,0.9983,0.9983,,,开放申购,暂停赎回,0.08%
012446,华安添和一年债券C,,,0.9981,0.9981,,,开放申购,封闭期,0.00%
012682,永赢鑫辰混合C,,,0.9981,0.9981,,,开放申购,开放赎回,0.00%
013102,华夏稳福六个月持有混合C,,,0.9981,0.9981,,,开放申购,暂停赎回,0.00%
008972,大成恒生综合中小型股指数C,,,0.9980,0.9980,,,开放申购,开放赎回,0.00%
011340,博时战略新材料主题混合A,,,0.9980,0.9980,,,开放申购,开放赎回,0.15%
011213,富国稳健策略6个月持有混合C,,,0.9980,0.9980,,,开放申购,开放赎回,0.00%
011838,鹏扬中国优质成长混合C,,,0.9980,0.9980,,,开放申购,开放赎回,0.00%
012460,汇添富稳健睿享一年持有混合C,,,0.9980,0.9980,,,开放申购,暂停赎回,0.00%
013980,光大保德信恒鑫混合A,,,0.9980,0.9980,,,开放申购,开放赎回,0.08%
010784,德邦沪港深龙头混合C,,,0.9978,0.9978,,,开放申购,开放赎回,0.00%
011353,中融景盛一年持有混合A,,,0.9977,0.9977,,,开放申购,暂停赎回,0.10%
012400,南方永元一年持有债券C,,,0.9977,0.9977,,,开放申购,封闭期,0.00%
007265,人保中高等级信用债C,,,0.9976,0.9976,,,限大额,开放赎回,0.00%
010423,国投瑞银价值成长一年持有混合A,,,0.9976,0.9976,,,开放申购,开放赎回,0.15%
009226,天弘中证中美互联网(QDII)C,,,0.9976,0.9976,,,暂停申购,暂停赎回,0.00%
012827,工银聚宁9个月持有期混合C,,,0.9975,0.9975,,,开放申购,暂停赎回,0.00%
012277,国泰佳益混合A,,,0.9975,0.9975,,,开放申购,开放赎回,0.10%
012747,富国双利增强债券C,,,0.9974,0.9974,,,开放申购,开放赎回,0.00%
014000,中欧丰利债券A,,,0.9974,0.9974,,,开放申购,开放赎回,0.08%
013149,鹏华双债加利债券C,,,0.9972,0.9972,,,限大额,开放赎回,0.00%
013981,光大保德信恒鑫混合C,,,0.9971,0.9971,,,开放申购,开放赎回,0.00%
014001,中欧丰利债券C,,,0.9971,0.9971,,,开放申购,开放赎回,0.00%
006639,人保鑫盛纯债C,,,0.9970,0.9970,,,限大额,开放赎回,0.00%
012182,广发沪港深精选混合A,,,0.9970,0.9970,,,开放申购,开放赎回,0.15%
166008,中欧增强回报债券(LOF)A,,,0.9969,1.5379,,,开放申购,开放赎回,0.08%
002977,广发中证全指可选消费联接C,,,0.9968,0.9968,,,开放申购,开放赎回,0.00%
860058,光大阳光稳健增长混合C,,,0.9968,0.9968,,,开放申购,开放赎回,0.00%
011848,易方达商业模式优选混合C,,,0.9968,0.9968,,,开放申购,开放赎回,0.00%
012202,中加消费优选混合A,,,0.9968,0.9968,,,开放申购,开放赎回,0.15%
010496,创金合信创新驱动股票C,,,0.9967,0.9967,,,开放申购,开放赎回,0.00%
011020,财通资管消费精选混合C,,,0.9967,0.9967,,,开放申购,开放赎回,0.00%
007821,华泰紫金丰利中短债发起A,,,0.9966,0.9966,,,限大额,开放赎回,0.30%
011164,富国兴远优选12个月持有混合A,,,0.9966,0.9966,,,开放申购,暂停赎回,0.15%
011455,长城竞争优势六个月混合A,,,0.9966,0.9966,,,开放申购,开放赎回,0.15%
013490,同泰金融精选股票A,,,0.9966,0.9966,,,开放申购,开放赎回,0.15%
012121,华夏永润六个月持有混合A,,,0.9965,0.9965,,,开放申购,暂停赎回,0.08%
012526,广发盛锦混合A,,,0.9964,0.9964,,,开放申购,开放赎回,0.15%
010965,中银鑫新消费成长混合A,,,0.9964,0.9964,,,开放申购,开放赎回,0.15%
009863,富国创新趋势股票,,,0.9963,0.9963,,,开放申购,开放赎回,0.15%
010109,富国价值增长混合,,,0.9962,0.9962,,,开放申购,开放赎回,0.15%
012754,鹏华内地低碳联接A,,,0.9962,0.9962,,,开放申购,开放赎回,0.10%
012080,易方达中证500指数量化增强A,,,0.9960,0.9960,,,开放申购,开放赎回,0.15%
012183,广发沪港深精选混合C,,,0.9960,0.9960,,,开放申购,开放赎回,0.00%
011857,安信均衡成长18个月持有混合C,,,0.9959,0.9959,,,开放申购,暂停赎回,0.00%
012435,万家招瑞回报一年持有混合A,,,0.9959,0.9959,,,开放申购,暂停赎回,0.08%
012216,红塔红土盛利混合A,,,0.9959,0.9959,,,限大额,开放赎回,0.08%
013004,国泰价值领航股票A,,,0.9958,0.9958,,,开放申购,开放赎回,0.15%
013491,同泰金融精选股票C,,,0.9958,0.9958,,,开放申购,开放赎回,0.00%
008605,浙商惠民纯债C,,,0.9957,0.9957,,,开放申购,开放赎回,0.00%
012122,华夏永润六个月持有混合C,,,0.9957,0.9957,,,开放申购,暂停赎回,0.00%
519663,银河久益回报6个月定开C,,,0.9955,1.7335,,,暂停申购,暂停赎回,0.00%
501002,长信价值优选混合,,,0.9955,0.9955,,,开放申购,开放赎回,0.12%
013985,融通稳健增利6个月持有混合A,,,0.9955,0.9955,,,开放申购,暂停赎回,0.12%
013830,中欧瑾尚混合A,,,0.9955,0.9955,,,开放申购,开放赎回,1.00%
013757,泰信均衡价值混合A,,,0.9955,0.9955,,,开放申购,开放赎回,0.15%
011537,惠升惠益混合C,,,0.9954,0.9954,,,开放申购,开放赎回,0.00%
009937,东方欣益一年持有期混合A,,,0.9953,1.0453,,,开放申购,开放赎回,0.10%
011395,博时恒元6个月持有期混合A,,,0.9953,0.9953,,,开放申购,开放赎回,0.08%
011677,中银睿丰回报混合A,,,0.9953,0.9953,,,开放申购,开放赎回,1.20%
013831,中欧瑾尚混合C,,,0.9953,0.9953,,,开放申购,开放赎回,0.00%
012755,鹏华内地低碳联接C,,,0.9952,0.9952,,,开放申购,开放赎回,0.00%
013986,融通稳健增利6个月持有混合C,,,0.9952,0.9952,,,开放申购,暂停赎回,0.00%
013758,泰信均衡价值混合C,,,0.9952,0.9952,,,开放申购,开放赎回,0.00%
005644,广发沪港深龙头混合,,,0.9951,0.9951,,,开放申购,开放赎回,0.15%
013356,大摩沪港深精选混合A,,,0.9951,0.9951,,,开放申购,开放赎回,0.15%
501301,华宝香港大盘A,,,0.9950,0.9950,,,开放申购,开放赎回,0.10%
011206,创金合信竞争优势混合A,,,0.9950,0.9950,,,开放申购,开放赎回,0.12%
010945,招商商业模式优选C,,,0.9950,0.9950,,,开放申购,开放赎回,0.00%
011354,中融景盛一年持有混合C,,,0.9950,0.9950,,,开放申购,暂停赎回,0.00%
010962,中银鑫新消费成长混合C,,,0.9950,0.9950,,,开放申购,开放赎回,0.00%
004209,大成智惠量化多策略混合,,,0.9949,1.2129,,,限大额,开放赎回,0.12%
011525,中信保诚丰裕一年持有期混合A,,,0.9949,0.9949,,,限大额,封闭期,1.00%
012527,广发盛锦混合C,,,0.9949,0.9949,,,开放申购,开放赎回,0.00%
013389,华夏成长先锋一年持有混合A,,,0.9949,0.9949,,,开放申购,暂停赎回,0.15%
010584,渤海汇金新动能主题混合,,,0.9947,0.9947,,,开放申购,开放赎回,1.20%
012109,融通稳健添瑞灵活配置混合A,,,0.9947,0.9947,,,开放申购,开放赎回,1.50%
010683,中融景颐6个月持有期混合A,,,0.9946,0.9946,,,开放申购,开放赎回,0.10%
013357,大摩沪港深精选混合C,,,0.9945,0.9945,,,开放申购,开放赎回,0.00%
006858,蜂巢卓睿灵活配置混合C,,,0.9943,0.9943,,,开放申购,开放赎回,0.00%
008131,景顺长城竞争优势混合,,,0.9943,0.9943,,,开放申购,开放赎回,0.15%
012436,万家招瑞回报一年持有混合C,,,0.9943,0.9943,,,开放申购,暂停赎回,0.00%
012421,华夏优加生活混合A,,,0.9943,0.9943,,,开放申购,开放赎回,0.15%
013395,华夏新能源车龙头混合发起式A,,,0.9943,0.9943,,,开放申购,开放赎回,0.15%
012081,易方达中证500指数量化增强C,,,0.9942,0.9942,,,开放申购,开放赎回,0.00%
012110,融通稳健添瑞灵活配置混合C,,,0.9942,0.9942,,,开放申购,开放赎回,0.00%
010906,博远优享混合A,,,0.9941,0.9941,,,开放申购,开放赎回,0.08%
012217,红塔红土盛利混合C,,,0.9941,0.9941,,,限大额,开放赎回,0.00%
000953,国泰睿吉灵活配置混合A,,,0.9940,1.36,,,限大额,开放赎回,0.15%
000954,国泰睿吉灵活配置混合C,,,0.9940,1.2950,,,限大额,开放赎回,0.00%
011839,天弘中证人工智能A,,,0.9940,0.9940,,,开放申购,开放赎回,0.10%
012170,华夏永顺一年持有混合A,,,0.9938,0.9938,,,开放申购,暂停赎回,0.08%
011913,华夏永泓一年持有混合A,,,0.9938,0.9938,,,开放申购,暂停赎回,0.10%
012304,浦银安盛鑫锐混合A,,,0.9938,0.9938,,,开放申购,开放赎回,0.08%
013390,华夏成长先锋一年持有混合C,,,0.9938,0.9938,,,开放申购,暂停赎回,0.00%
012521,英大稳固增强核心一年持有混合A,,,0.9938,0.9938,,,开放申购,暂停赎回,0.10%
501216,富国智鑫行业精选一年封闭股票(FOF-LOF)A,,,0.9938,0.9938,,,暂停申购,暂停赎回,0.10%
013005,国泰价值领航股票C,,,0.9937,0.9937,,,开放申购,开放赎回,0.00%
166402,浦银安盛沪港深基本面100,,,0.9936,0.9936,,,开放申购,开放赎回,0.12%
011456,长城竞争优势六个月混合C,,,0.9936,0.9936,,,开放申购,开放赎回,0.00%
006781,汇丰晋信港股通精选股票,,,0.9935,0.9935,,,开放申购,开放赎回,0.15%
012203,中加消费优选混合C,,,0.9935,0.9935,,,开放申购,开放赎回,0.00%
012522,英大稳固增强核心一年持有混合C,,,0.9935,0.9935,,,开放申购,暂停赎回,0.00%
012305,浦银安盛鑫锐混合C,,,0.9934,0.9934,,,开放申购,开放赎回,0.00%
970082,东海证券海鑫尊利,,,0.9933,1.3646,,,开放申购,开放赎回,0.30%
010424,国投瑞银价值成长一年持有混合C,,,0.9932,0.9932,,,开放申购,开放赎回,0.00%
011173,银华心享一年持有期混合,,,0.9932,0.9932,,,限大额,暂停赎回,1.50%
011678,中银睿丰回报混合C,,,0.9932,0.9932,,,开放申购,开放赎回,0.00%
012943,广发稳睿六个月持有混合A,,,0.9932,0.9932,,,开放申购,封闭期,0.80%
011840,天弘中证人工智能C,,,0.9932,0.9932,,,开放申购,开放赎回,0.00%
010549,富国均衡策略混合,,,0.9931,0.9931,,,开放申购,开放赎回,0.15%
012278,国泰佳益混合C,,,0.9931,0.9931,,,开放申购,开放赎回,0.00%
011023,民生加银汇利混合,,,0.9929,0.9929,,,开放申购,开放赎回,0.60%
012161,安信招信一年持有混合A,,,0.9929,0.9929,,,开放申购,暂停赎回,0.04%
013724,信达澳银鑫益债券A,,,0.9929,0.9929,,,开放申购,开放赎回,0.08%
011624,华夏卓享债券A,,,0.9928,0.9928,,,开放申购,开放赎回,0.08%
008044,博远增强回报债券A,,,0.9926,1.0751,,,开放申购,开放赎回,0.08%
011914,华夏永泓一年持有混合C,,,0.9926,0.9926,,,开放申购,暂停赎回,0.00%
011341,博时战略新材料主题混合C,,,0.9924,0.9924,,,开放申购,开放赎回,0.00%
013396,华夏新能源车龙头混合发起式C,,,0.9924,0.9924,,,开放申购,开放赎回,0.00%
014519,博时恒生高股息率ETF发起式联接A,,,0.9924,0.9924,,,开放申购,开放赎回,0.12%
