基金代码,基金简称,2022-01-14-单位净值,2022-01-14-累计净值,2022-01-13-单位净值,2022-01-13-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
184801,鹏华前海万科REITS,,,108.5940,1.4110,,,暂停申购,暂停赎回,0.80%
070002,嘉实增长混合,,,19.5440,20.2150,,,暂停申购,开放赎回,0.15%
000011,华夏大盘精选混合A,,,19.1410,26.1480,,,限大额,开放赎回,0.15%
012628,华夏大盘精选混合C,,,19.0880,19.2910,,,限大额,开放赎回,0.00%
260104,景顺长城内需增长混合,,,11.4560,13.3320,,,限大额,开放赎回,0.15%
910004,东方红启恒三年持有混合A,,,10.9918,11.5448,,,暂停申购,暂停赎回,
011724,东方红启恒三年持有混合B,,,10.8887,10.8887,,,暂停申购,暂停赎回,1.20%
240008,华宝收益增长混合,,,10.0154,10.0154,,,开放申购,开放赎回,0.15%
040005,华安宏利混合,,,9.3095,9.9295,,,开放申购,开放赎回,0.15%
070006,嘉实服务增值行业混合,,,8.1580,8.6980,,,暂停申购,开放赎回,0.15%
166301,华商新趋势优选灵活配置混合,,,8.0190,8.0190,,,开放申购,开放赎回,0.15%
162204,泰达宏利行业混合,,,7.9149,9.7199,,,开放申购,开放赎回,0.15%
660015,农银行业轮动混合,,,7.5073,7.6073,,,开放申购,开放赎回,0.15%
288002,华夏收入混合,,,7.4860,8.8860,,,开放申购,开放赎回,0.15%
000083,汇添富消费行业混合,,,7.3840,7.3840,,,开放申购,开放赎回,0.15%
040035,华安逆向策略混合A,,,7.2280,7.6080,,,开放申购,开放赎回,0.15%
013638,华安逆向策略混合C,,,7.22,7.22,,,开放申购,开放赎回,0.00%
519091,新华泛资源优势混合,,,7.0123,7.0123,,,开放申购,开放赎回,0.15%
110011,易方达优质精选混合(QDII),,,6.9970,8.7870,,,暂停申购,开放赎回,0.15%
377240,上投摩根新兴动力混合A,,,6.9545,6.9545,,,开放申购,开放赎回,0.15%
014642,上投摩根新兴动力混合C,,,6.9537,6.9537,,,开放申购,开放赎回,0.00%
519674,银河创新成长混合A,,,6.8753,6.8753,,,开放申购,开放赎回,0.15%
519679,银河主题混合,,,6.8740,7.4420,,,开放申购,开放赎回,0.60%
014143,银河创新成长混合C,,,6.8707,6.8707,,,开放申购,开放赎回,0.00%
270028,广发制造业精选混合A,,,6.7030,6.7030,,,开放申购,开放赎回,0.15%
010023,广发制造业精选混合C,,,6.67,6.67,,,开放申购,开放赎回,0.00%
020023,国泰事件驱动策略混合,,,6.3970,6.3970,,,开放申购,开放赎回,0.15%
090018,大成新锐产业混合,,,6.3960,6.8960,,,限大额,开放赎回,0.15%
519692,交银成长混合A,,,6.3285,7.3345,,,开放申购,开放赎回,0.15%
519697,交银优势行业混合,,,6.3030,6.7090,,,限大额,开放赎回,0.15%
240009,华宝先进成长混合,,,6.2571,6.5251,,,开放申购,开放赎回,0.15%
590008,中邮战略新兴产业混合,,,6.2350,6.2350,,,开放申购,开放赎回,0.15%
000308,建信创新中国混合,,,6.1840,6.1840,,,开放申购,开放赎回,0.15%
000547,建信健康民生混合,,,6.1770,6.1770,,,开放申购,开放赎回,0.15%
002031,华夏策略混合,,,6.0550,6.6550,,,开放申购,开放赎回,0.15%
000592,建信改革红利股票,,,5.9970,5.9970,,,开放申购,开放赎回,0.15%
000584,新华鑫益灵活配置混合C,,,5.9455,5.9455,,,开放申购,开放赎回,0.00%
700003,平安策略先锋混合,,,5.9430,6.0430,,,开放申购,开放赎回,0.15%
180012,银华富裕主题混合,,,5.8532,6.8062,,,开放申购,开放赎回,0.15%
001887,中欧价值智选混合E,,,5.8133,6.1633,,,限大额,开放赎回,0.15%
370024,上投摩根核心优选混合,,,5.7680,5.9830,,,开放申购,开放赎回,0.15%
910005,东方红启兴三年持有混合A,,,5.7144,6.7064,,,暂停申购,暂停赎回,
000410,益民服务领先混合,,,5.6950,5.6950,,,开放申购,开放赎回,0.15%
910009,东方红启程三年持有混合A,,,5.6513,6.2053,,,暂停申购,开放赎回,0.00%
110013,易方达科翔混合,,,5.64,12.5430,,,开放申购,开放赎回,0.15%
377010,上投摩根阿尔法混合,,,5.5950,7.5150,,,开放申购,开放赎回,0.15%
006011,中信保诚稳鸿A,,,5.5848,7.3660,,,限大额,开放赎回,0.08%
165516,信诚周期轮动混合(LOF)A,,,5.5380,6.6770,,,开放申购,开放赎回,0.15%
014335,信诚周期轮动混合(LOF)C,,,5.5348,5.5348,,,限大额,开放赎回,0.00%
110001,易方达平稳增长混合,,,5.5130,6.8580,,,开放申购,开放赎回,0.15%
470009,汇添富民营活力混合A,,,5.4450,5.6950,,,开放申购,开放赎回,0.15%
000409,鹏华环保产业股票,,,5.40,5.40,,,开放申购,开放赎回,0.15%
040025,华安科技动力混合,,,5.3820,6.1690,,,开放申购,开放赎回,0.15%
200015,长城优化升级混合A,,,5.3590,5.4740,,,开放申购,开放赎回,0.15%
340007,兴全社会责任混合,,,5.35,5.54,,,开放申购,开放赎回,0.15%
000404,易方达新兴成长灵活配置,,,5.3480,5.3480,,,开放申购,开放赎回,0.15%
013274,长城优化升级混合C,,,5.3467,5.3467,,,开放申购,开放赎回,0.00%
519760,交银新回报灵活配置混合C,,,5.3430,5.3630,,,开放申购,开放赎回,0.00%
519704,交银先进制造混合,,,5.3407,6.4677,,,限大额,开放赎回,0.15%
003803,华安新丰利灵活配置混合A,,,5.3373,5.3373,,,开放申购,开放赎回,1.50%
166019,中欧价值智选混合A,,,5.2678,5.5878,,,限大额,开放赎回,0.15%
519672,银河蓝筹混合,,,5.2670,5.2670,,,开放申购,开放赎回,0.15%
398061,中海消费混合,,,5.2470,5.4570,,,开放申购,开放赎回,0.15%
010225,东方红启航三年持有混合B,,,5.2081,5.2081,,,暂停申购,暂停赎回,1.50%
910022,东方红启航三年持有混合A,,,5.2079,5.5989,,,暂停申购,开放赎回,1.50%
550009,信诚中小盘混合,,,5.1580,5.2880,,,开放申购,开放赎回,0.15%
540006,汇丰晋信大盘股票A,,,5.0473,5.1073,,,开放申购,开放赎回,0.15%
270021,广发聚瑞混合A,,,5.0153,5.0153,,,开放申购,开放赎回,0.15%
004235,中欧价值智选混合C,,,5.0150,5.0150,,,限大额,开放赎回,0.00%
007887,东方红启元三年持有混合B,,,5.0103,5.0103,,,暂停申购,暂停赎回,1.50%
001410,信达澳银新能源产业股票,,,5.0030,5.0650,,,开放申购,开放赎回,0.15%
270008,广发核心精选混合,,,5,5.21,,,开放申购,开放赎回,0.15%
000336,农银研究精选混合,,,4.9958,4.9958,,,限大额,开放赎回,0.15%
010026,广发聚瑞混合C,,,4.9937,4.9937,,,开放申购,开放赎回,0.00%
519002,华安安信消费混合A,,,4.9860,5.3480,,,限大额,开放赎回,0.15%
013686,华安安信消费混合C,,,4.98,4.98,,,限大额,开放赎回,0.00%
910007,东方红启元三年持有混合A,,,4.9783,5.4903,,,暂停申购,开放赎回,1.50%
910024,东方红启阳三年持有混合A,,,4.9467,5.5427,,,暂停申购,开放赎回,1.50%
000136,民生加银策略精选混合A,,,4.9390,5.30,,,开放申购,开放赎回,0.15%
400007,东方策略成长混合,,,4.9353,4.9353,,,开放申购,开放赎回,0.15%
540003,汇丰晋信动态策略混合A,,,4.9295,5.5695,,,开放申购,开放赎回,0.15%
000577,安信价值精选股票,,,4.9170,4.9170,,,限大额,开放赎回,0.15%
009709,民生加银策略精选混合C,,,4.9060,4.9060,,,开放申购,开放赎回,0.00%
040015,华安动态灵活配置混合A,,,4.8430,5.4560,,,开放申购,开放赎回,0.15%
013619,华安动态灵活配置混合C,,,4.8380,4.8380,,,开放申购,开放赎回,0.00%
000259,农银区间收益混合,,,4.8302,4.8302,,,开放申购,开放赎回,0.15%
519732,交银定期支付双息平衡混合,,,4.83,4.83,,,开放申购,开放赎回,0.15%
110002,易方达策略成长混合,,,4.8280,6.7510,,,开放申购,开放赎回,0.15%
720001,财通价值动量混合,,,4.7810,5.2520,,,开放申购,开放赎回,0.15%
519702,交银趋势混合A,,,4.7483,5.2483,,,限大额,开放赎回,0.15%
690007,民生加银景气行业混合A,,,4.7460,4.7460,,,开放申购,开放赎回,0.15%
013430,交银趋势混合C,,,4.7389,4.7389,,,限大额,开放赎回,0.00%
001606,农银工业4.0混合,,,4.7311,4.7311,,,开放申购,开放赎回,0.15%
006279,中金瑞祥A,,,4.7151,4.7151,,,限大额,开放赎回,0.15%
009720,民生加银景气行业混合C,,,4.7150,4.7150,,,开放申购,开放赎回,0.00%
000619,东方红产业升级混合,,,4.6850,4.6850,,,开放申购,开放赎回,0.15%
000527,南方新优享灵活配置混合A,,,4.6460,4.6460,,,开放申购,开放赎回,0.15%
090015,大成内需增长混合A,,,4.6340,4.6340,,,开放申购,开放赎回,0.15%
260116,景顺长城核心竞争力混合A,,,4.6210,5.1810,,,开放申购,开放赎回,0.15%
110015,易方达行业领先混合,,,4.6090,5.2250,,,开放申购,开放赎回,0.15%
481015,工银主题策略混合A,,,4.58,4.58,,,开放申购,开放赎回,0.15%
013312,工银主题策略混合C,,,4.5740,4.5740,,,开放申购,开放赎回,0.00%
000209,信诚新兴产业混合A,,,4.5669,4.5669,,,开放申购,开放赎回,0.15%
000751,嘉实新兴产业股票,,,4.5640,4.5640,,,限大额,开放赎回,0.15%
013526,信诚新兴产业混合C,,,4.5575,4.5575,,,限大额,开放赎回,0.00%
006590,南方新优享灵活配置混合C,,,4.5390,4.5390,,,开放申购,开放赎回,0.00%
910006,东方红启盛三年持有混合A,,,4.5378,5.1008,,,暂停申购,开放赎回,1.50%
260101,景顺长城优选混合,,,4.5359,7.2025,,,开放申购,开放赎回,0.15%
630002,华商盛世成长混合,,,4.5307,6.1857,,,开放申购,开放赎回,0.15%
010442,东方红启盛三年持有混合B,,,4.5224,4.5224,,,开放申购,封闭期,1.50%
180018,银华和谐主题混合,,,4.5040,4.5840,,,开放申购,开放赎回,0.15%
660004,农银策略价值混合,,,4.5034,4.5034,,,开放申购,开放赎回,0.15%
519918,华夏兴和混合,,,4.5010,6.5980,,,开放申购,开放赎回,0.15%
350005,天治中国制造2025,,,4.4889,4.4889,,,开放申购,开放赎回,0.15%
000039,农银高增长混合,,,4.4802,4.4802,,,开放申购,开放赎回,0.15%
000652,博时裕隆灵活配置混合A,,,4.4790,3.8780,,,开放申购,开放赎回,0.15%
013410,博时裕隆灵活配置混合C,,,4.4730,4.4730,,,开放申购,开放赎回,0.00%
519095,新华行业周期轮换混合,,,4.4719,5.3719,,,开放申购,开放赎回,0.15%
001387,中融新经济混合A,,,4.4320,5.01,,,开放申购,开放赎回,0.15%
340008,兴全有机增长混合,,,4.4318,5.2518,,,开放申购,开放赎回,0.15%
000418,景顺长城成长之星股票,,,4.4290,4.4290,,,开放申购,开放赎回,0.15%
000612,华宝生态中国混合,,,4.4280,4.6280,,,开放申购,开放赎回,0.15%
160624,鹏华消费领先混合,,,4.4140,4.1030,,,开放申购,开放赎回,0.15%
001694,华安沪港深外延增长混合,,,4.4080,4.4830,,,开放申购,开放赎回,0.15%
000263,工银信息产业混合A,,,4.3910,4.6680,,,开放申购,开放赎回,0.15%
110022,易方达消费行业股票,,,4.3730,4.3730,,,开放申购,开放赎回,0.15%
011474,工银信息产业混合C,,,4.3720,4.3720,,,开放申购,开放赎回,0.00%
000124,华宝服务优选混合,,,4.3540,4.6540,,,开放申购,开放赎回,0.15%
202023,南方优选成长混合A,,,4.3390,4.3390,,,开放申购,开放赎回,0.15%
660012,农银消费主题混合A,,,4.3311,4.4111,,,开放申购,开放赎回,0.15%
290011,泰信中小盘精选混合,,,4.30,4.56,,,开放申购,开放赎回,0.15%
003889,汇安丰泽混合A,,,4.2782,4.2782,,,限大额,开放赎回,0.15%
002168,嘉实智能汽车股票,,,4.2750,4.2750,,,开放申购,开放赎回,0.15%
000220,富国医疗保健行业混合A,,,4.2570,4.2570,,,开放申购,开放赎回,0.15%
377150,上投摩根健康品质生活混合,,,4.2548,4.2548,,,开放申购,开放赎回,0.15%
003105,光大永鑫混合A,,,4.2530,4.5040,,,限大额,开放赎回,0.08%
519120,浦银安盛新兴产业混合A,,,4.2523,4.2523,,,开放申购,开放赎回,0.15%
014061,浦银安盛新兴产业混合C,,,4.2511,4.2511,,,开放申购,开放赎回,0.00%
100060,富国高新技术产业混合,,,4.2510,4.9020,,,开放申购,开放赎回,0.15%
270050,广发新经济混合A,,,4.2405,4.2405,,,开放申购,开放赎回,0.15%
519115,浦银安盛红利精选混合A,,,4.2380,4.2380,,,开放申购,开放赎回,0.15%
003106,光大永鑫混合C,,,4.2380,4.4890,,,限大额,开放赎回,0.00%
001018,易方达新经济混合,,,4.2380,4.2380,,,开放申购,开放赎回,0.15%
014029,浦银安盛红利精选混合C,,,4.2360,4.2360,,,开放申购,开放赎回,0.00%
011151,富国医疗保健行业混合C,,,4.2310,4.2310,,,开放申购,开放赎回,0.00%
270041,广发消费品精选混合A,,,4.2250,4.2250,,,开放申购,开放赎回,0.15%
163822,中银主题策略混合,,,4.2210,4.3210,,,开放申购,开放赎回,0.15%
010134,广发新经济混合C,,,4.2197,4.2197,,,开放申购,开放赎回,0.00%
519736,交银新成长混合,,,4.2180,4.6180,,,限大额,开放赎回,0.15%
910021,东方红启华三年持有混合A,,,4.2167,4.9137,,,暂停申购,开放赎回,1.00%
470098,汇添富逆向投资混合,,,4.21,4.7790,,,开放申购,开放赎回,0.15%
020015,国泰区位优势混合,,,4.2070,4.2520,,,开放申购,开放赎回,0.15%
010022,广发消费品精选混合C,,,4.2040,4.2040,,,开放申购,开放赎回,0.00%
011313,东方红启华三年持有混合B,,,4.2034,4.2034,,,限大额,暂停赎回,1.50%
240001,华宝宝康消费品,,,4.2009,11.8149,,,开放申购,开放赎回,0.12%
540008,汇丰晋信低碳先锋股票A,,,4.1956,4.2956,,,开放申购,开放赎回,0.15%
013511,汇丰晋信低碳先锋股票C,,,4.1896,4.1896,,,开放申购,开放赎回,0.00%
003890,汇安丰泽混合C,,,4.1797,4.1797,,,限大额,开放赎回,0.00%
206007,鹏华消费优选混合,,,4.1720,4.1720,,,开放申购,开放赎回,0.15%
005206,南方优选成长混合C,,,4.1690,4.1690,,,开放申购,开放赎回,0.00%
519158,新华趋势领航混合,,,4.1621,4.6285,,,开放申购,开放赎回,0.15%
014551,诺安新动力灵活配置混合C,,,4.1570,4.1570,,,开放申购,开放赎回,0.00%
100039,富国通胀通缩主题轮动混合,,,4.1560,4.2060,,,开放申购,开放赎回,0.15%
320018,诺安新动力灵活配置混合A,,,4.1550,4.2750,,,开放申购,开放赎回,0.15%
481017,工银量化策略混合A,,,4.1480,4.5930,,,开放申购,开放赎回,0.15%
000480,东方红新动力混合,,,4.1330,4.2210,,,开放申购,开放赎回,0.15%
012241,工银量化策略混合C,,,4.13,4.13,,,开放申购,开放赎回,0.00%
660005,农银中小盘混合,,,4.1260,4.4880,,,开放申购,开放赎回,0.15%
460005,华泰柏瑞价值增长混合A,,,4.1085,6.1069,,,开放申购,开放赎回,0.15%
550016,中信保诚至远动力混合C,,,4.1074,4.1074,,,开放申购,开放赎回,0.00%
519712,交银阿尔法核心混合A,,,4.0986,4.9316,,,限大额,开放赎回,0.15%
003853,金鹰信息产业股票A,,,4.0973,4.4338,,,开放申购,开放赎回,0.12%
013885,交银阿尔法核心混合C,,,4.0957,4.0957,,,限大额,开放赎回,0.00%
002190,农银新能源主题,,,4.0937,4.0937,,,限大额,开放赎回,0.15%
005885,金鹰信息产业股票C,,,4.0835,4.4020,,,开放申购,开放赎回,0.00%
519909,华安安顺混合,,,4.0820,4.4310,,,开放申购,开放赎回,0.15%
001704,国投瑞银进宝灵活配置混合,,,4.0711,4.0961,,,开放申购,开放赎回,0.15%
000529,广发竞争优势混合A,,,4.0666,4.0666,,,开放申购,开放赎回,0.15%
920003,中金新锐股票A,,,4.0643,4.5443,,,开放申购,开放赎回,1.50%
005939,工银新能源汽车混合A,,,4.0625,4.0625,,,开放申购,开放赎回,0.15%
530016,建信恒稳价值混合,,,4.06,4.16,,,开放申购,开放赎回,0.15%
011755,广发竞争优势混合C,,,4.0548,4.0548,,,开放申购,开放赎回,0.00%
006154,华安制造先锋混合A,,,4.0525,4.0525,,,开放申购,开放赎回,0.15%
519008,汇添富优势精选混合,,,4.0461,8.6673,,,开放申购,开放赎回,0.15%
000698,宝盈科技30混合,,,4.0450,4.0450,,,开放申购,开放赎回,0.15%
013507,华安制造先锋混合C,,,4.0444,4.0444,,,开放申购,开放赎回,0.00%
020026,国泰成长优选混合,,,4.0410,4.5630,,,开放申购,开放赎回,0.15%
920923,中金新锐股票C,,,4.0291,4.0291,,,开放申购,开放赎回,0.00%
000339,长城医疗保健混合,,,4.0273,4.0273,,,开放申购,开放赎回,0.15%
000309,大摩品质生活精选股票,,,4.0260,4.0260,,,开放申购,开放赎回,0.15%
001643,汇丰晋信智造先锋股票A,,,4.0229,4.0229,,,限大额,开放赎回,0.15%
006210,东方臻宝纯债债券A,,,4.0198,4.0468,,,限大额,开放赎回,0.80%
630016,华商价值共享混合发起式,,,3.9940,4.3540,,,开放申购,开放赎回,0.15%
001532,华安文体健康混合A,,,3.9890,3.9890,,,限大额,开放赎回,0.15%
202027,南方高端装备灵活配置混合A,,,3.9860,4.3610,,,开放申购,开放赎回,0.15%
002340,富国价值优势混合,,,3.9828,3.9828,,,限大额,开放赎回,0.15%
013116,华安文体健康混合C,,,3.9820,3.9820,,,限大额,开放赎回,0.00%
070021,嘉实主题新动力混合,,,3.9790,3.9790,,,开放申购,开放赎回,0.15%
005940,工银新能源汽车混合C,,,3.9753,3.9753,,,开放申购,开放赎回,0.00%
320006,诺安灵活配置混合,,,3.9710,4.5510,,,开放申购,开放赎回,0.18%
180031,银华中小盘混合,,,3.9680,5.7480,,,限大额,开放赎回,0.15%
400015,东方新能源汽车混合,,,3.9651,4.4251,,,开放申购,开放赎回,0.15%
000991,工银战略转型股票A,,,3.9630,3.9630,,,限大额,开放赎回,0.15%
233007,大摩卓越成长混合,,,3.9518,4.3238,,,开放申购,开放赎回,0.15%
005825,申万菱信智能驱动股票,,,3.9484,3.9484,,,开放申购,开放赎回,0.15%
011473,工银战略转型股票C,,,3.9460,3.9460,,,限大额,开放赎回,0.00%
160133,南方天元新产业股票(LOF),,,3.9460,3.9460,,,开放申购,开放赎回,0.15%
000294,华安生态优先混合,,,3.9390,4.4270,,,开放申购,开放赎回,0.15%
001717,工银前沿医疗股票A,,,3.9390,3.9390,,,限大额,开放赎回,0.15%
160916,大成优选混合(LOF),,,3.9310,3.4350,,,开放申购,开放赎回,0.15%
519113,浦银安盛精致生活混合,,,3.9290,3.9890,,,开放申购,开放赎回,0.15%
010037,华泰柏瑞价值增长混合C,,,3.9201,4.8753,,,开放申购,开放赎回,0.00%
001718,工银物流产业股票,,,3.92,3.92,,,限大额,开放赎回,0.15%
010685,工银前沿医疗股票C,,,3.9140,3.9140,,,限大额,开放赎回,0.00%
001445,华安国企改革主题灵活配置混合,,,3.9110,3.9110,,,开放申购,开放赎回,0.15%
001644,汇丰晋信智造先锋股票C,,,3.9022,3.9022,,,限大额,开放赎回,0.00%
001975,景顺长城环保优势股票,,,3.8970,3.8970,,,限大额,开放赎回,0.15%
014641,上投摩根行业轮动混合C,,,3.8926,3.8926,,,开放申购,开放赎回,0.00%
377530,上投摩根行业轮动混合A,,,3.8913,4.2463,,,开放申购,开放赎回,0.15%
003962,易方达瑞程灵活配置混合C,,,3.8817,3.8817,,,限大额,开放赎回,0.00%
001616,嘉实环保低碳股票,,,3.8740,3.8740,,,开放申购,开放赎回,0.15%
000020,景顺长城品质投资混合,,,3.8680,4.0360,,,开放申购,开放赎回,0.15%
000532,景顺长城优势企业混合,,,3.8660,3.8660,,,开放申购,开放赎回,0.15%
163412,兴全轻资产混合(LOF),,,3.8640,6.4280,,,开放申购,开放赎回,0.15%
003961,易方达瑞程灵活配置混合A,,,3.8628,3.8628,,,限大额,开放赎回,0.06%
860036,光大阳光混合B,,,3.8615,3.8615,,,开放申购,开放赎回,0.15%
860001,光大阳光混合A,,,3.8604,5.5904,,,暂停申购,开放赎回,0.00%
000628,大成高新技术产业股票A,,,3.8590,3.8590,,,开放申购,开放赎回,0.15%
005207,南方高端装备灵活配置混合C,,,3.8580,4.2330,,,开放申购,开放赎回,0.00%
001856,易方达环保主题混合,,,3.8530,3.8530,,,开放申购,开放赎回,0.15%
530012,建信积极配置混合,,,3.8520,3.92,,,开放申购,开放赎回,0.15%
000595,嘉实泰和混合,,,3.8520,8.4260,,,限大额,开放赎回,0.15%
910028,东方红内需增长混合A,,,3.8473,4.2943,,,暂停申购,开放赎回,1.00%
011066,大成高新技术产业股票C,,,3.8430,3.8430,,,开放申购,开放赎回,0.00%
006736,国投瑞银先进制造混合,,,3.8421,3.8421,,,开放申购,开放赎回,0.15%
000513,富国高端制造行业股票,,,3.8410,3.8410,,,开放申购,开放赎回,0.15%
012243,东方红内需增长混合B,,,3.8313,3.8313,,,封闭期,开放赎回,1.50%
160211,国泰中小盘成长混合(LOF),,,3.8240,5.1690,,,开放申购,开放赎回,0.15%
860037,光大阳光混合C,,,3.8214,3.8214,,,开放申购,开放赎回,0.00%
003567,华夏行业景气混合,,,3.8195,3.8195,,,限大额,开放赎回,0.15%
050026,博时医疗保健行业混合A,,,3.8160,3.9550,,,开放申购,开放赎回,0.15%
000587,大成灵活配置混合,,,3.8160,4.2160,,,开放申购,开放赎回,0.15%
240020,华宝医药生物混合,,,3.8140,4.2530,,,开放申购,开放赎回,0.15%
050010,博时特许价值混合A,,,3.81,4.25,,,开放申购,开放赎回,0.15%
000729,建信中小盘先锋股票A,,,3.7990,3.7990,,,开放申购,开放赎回,0.15%
011895,博时医疗保健行业混合C,,,3.7990,3.7990,,,开放申购,开放赎回,0.00%
570008,诺德周期策略混合,,,3.7970,4.6920,,,开放申购,开放赎回,0.15%
013919,建信中小盘先锋股票C,,,3.7960,3.7960,,,开放申购,开放赎回,0.00%
233006,大摩领先优势混合,,,3.7907,3.7907,,,开放申购,开放赎回,0.15%
519656,银河灵活配置混合A,,,3.7870,3.7870,,,开放申购,开放赎回,0.15%
481010,工银中小盘混合,,,3.77,3.77,,,开放申购,开放赎回,0.15%
240002,华宝宝康配置混合,,,3.7606,5.7406,,,开放申购,开放赎回,0.12%
487021,工银优质精选混合,,,3.7580,3.7580,,,开放申购,开放赎回,0.12%
163415,兴全商业模式优选混合,,,3.7540,4.6140,,,限大额,开放赎回,0.15%
070027,嘉实周期优选混合,,,3.7540,3.8140,,,开放申购,开放赎回,0.15%
001883,中欧新动力混合(LOF)E,,,3.7430,4.7850,,,开放申购,开放赎回,1.50%
001298,金鹰民族新兴混合,,,3.7370,3.7370,,,开放申购,开放赎回,0.15%
206009,鹏华新兴产业混合,,,3.7310,4.1080,,,开放申购,开放赎回,0.15%
000126,招商安润混合,,,3.7301,4.0741,,,开放申购,开放赎回,0.15%
000534,长盛高端装备混合,,,3.7250,3.7250,,,开放申购,开放赎回,0.15%
000431,鹏华品牌传承混合,,,3.7210,3.8030,,,开放申购,开放赎回,0.15%
660001,农银行业成长混合,,,3.7203,4.3203,,,开放申购,开放赎回,0.15%
000031,华夏复兴混合,,,3.7130,3.7130,,,开放申购,开放赎回,0.15%
000929,博时黄金D,,,3.7105,1.6244,,,暂停申购,开放赎回,0.05%
166009,中欧新动力混合(LOF)A,,,3.7088,4.7508,,,开放申购,开放赎回,0.15%
002943,广发多因子混合,,,3.7084,3.9487,,,开放申购,开放赎回,0.15%
001543,宝盈新锐混合A,,,3.69,3.69,,,开放申购,开放赎回,0.15%
001487,宝盈优势产业混合A,,,3.6657,3.8157,,,限大额,开放赎回,0.15%
519908,华夏兴华混合A,,,3.6630,8.1890,,,开放申购,开放赎回,0.15%
012771,宝盈优势产业混合C,,,3.6587,3.6587,,,限大额,开放赎回,0.00%
000803,工银研究精选股票,,,3.6530,3.6530,,,开放申购,开放赎回,0.15%
000930,博时黄金I,,,3.6435,1.5189,,,暂停申购,开放赎回,
006265,红土创新新科技股票,,,3.6414,3.6914,,,开放申购,开放赎回,0.15%
003834,华夏能源革新股票A,,,3.6360,3.6360,,,限大额,开放赎回,0.15%
004236,中欧新动力混合(LOF)C,,,3.6271,4.1681,,,开放申购,开放赎回,0.00%
013188,华夏能源革新股票C,,,3.6270,3.6270,,,限大额,开放赎回,0.00%
007578,宝盈新锐混合C,,,3.6220,3.6220,,,开放申购,开放赎回,0.00%
000549,华安大国新经济股票,,,3.6130,3.6130,,,开放申购,开放赎回,0.15%
217013,招商中小盘混合,,,3.6090,3.6090,,,开放申购,开放赎回,0.15%
519657,银河灵活配置混合C,,,3.6020,3.6020,,,开放申购,开放赎回,0.00%
370027,上投摩根智选30混合,,,3.5939,3.9029,,,开放申购,开放赎回,0.15%
001716,工银新趋势灵活配置混合A,,,3.5820,3.5820,,,开放申购,开放赎回,0.15%
001216,易方达新收益混合A,,,3.5710,3.8940,,,限大额,开放赎回,0.12%
160918,大成中小盘混合(LOF)A,,,3.5703,6.7351,,,开放申购,开放赎回,0.15%
690004,民生加银稳健成长混合,,,3.57,3.57,,,开放申购,开放赎回,0.15%
460007,华泰柏瑞行业领先混合,,,3.56,3.56,,,开放申购,开放赎回,0.15%
240011,华宝大盘精选混合,,,3.5587,4.0437,,,开放申购,开放赎回,0.15%
011159,大成中小盘混合(LOF)C,,,3.5580,3.5580,,,开放申购,开放赎回,0.00%
002258,大成国企改革灵活配置混合,,,3.5560,3.5560,,,限大额,开放赎回,0.15%
519126,浦银安盛新经济结构混合A,,,3.5473,3.5473,,,开放申购,开放赎回,0.15%
013259,浦银安盛新经济结构混合C,,,3.5433,3.5433,,,开放申购,开放赎回,0.00%
519069,汇添富价值精选混合A,,,3.54,5.2370,,,开放申购,开放赎回,0.15%
379010,上投摩根中小盘混合,,,3.5387,3.6667,,,开放申购,开放赎回,0.15%
519150,新华优选消费混合,,,3.5379,4.4739,,,开放申购,开放赎回,0.15%
206012,鹏华价值精选股票,,,3.5290,3.5290,,,开放申购,开放赎回,0.15%
580008,东吴新产业精选股票A,,,3.5231,3.5231,,,开放申购,开放赎回,0.15%
000746,招商行业精选股票基金,,,3.5230,3.5230,,,开放申购,开放赎回,0.15%
310318,申万菱信沪深300指数增强A,,,3.5213,4.3138,,,开放申购,开放赎回,0.12%
090009,大成行业轮动混合,,,3.52,3.52,,,开放申购,开放赎回,0.15%
162202,泰达宏利周期混合,,,3.5168,5.5618,,,开放申购,开放赎回,0.15%
011470,东吴新产业精选股票C,,,3.5145,3.5145,,,开放申购,开放赎回,0.00%
002011,华夏红利混合,,,3.5120,5.9850,,,开放申购,开放赎回,0.15%
710001,富安达优势成长混合,,,3.5085,3.5085,,,开放申购,开放赎回,0.15%
000127,农银行业领先混合,,,3.5045,3.8990,,,开放申购,开放赎回,0.15%
002061,国泰安康定期支付混合C,,,3.5010,3.5010,,,限大额,开放赎回,0.00%
006392,中信保诚创新成长混合,,,3.4984,3.4984,,,开放申购,开放赎回,0.15%
000029,富国宏观策略灵活配置混合A,,,3.4970,3.6920,,,开放申购,开放赎回,0.15%
000854,鹏华养老产业股票,,,3.4910,3.4910,,,开放申购,开放赎回,0.15%
000924,宝盈先进制造混合A,,,3.4890,3.8010,,,开放申购,开放赎回,0.15%
013025,富国宏观策略灵活配置混合C,,,3.4880,3.4880,,,开放申购,开放赎回,0.00%
002482,宝盈互联网沪港深混合,,,3.4820,3.4820,,,开放申购,开放赎回,0.15%
163411,兴全精选混合,,,3.4788,4.0381,,,开放申购,开放赎回,0.10%
001217,易方达新收益混合C,,,3.4780,3.7960,,,限大额,开放赎回,0.00%
450011,国富研究精选混合,,,3.4660,3.4660,,,开放申购,开放赎回,0.15%
001714,工银文体产业股票A,,,3.4480,3.6370,,,限大额,开放赎回,0.15%
